"u_number","display_name","software_model","product_type","po_number","end_date","u_country","location","u_reseller","purchase_date","purchased_rights","rights","cost","invoice_number","agreement_type"
"SE00102465","MICROSOFT Windows Server 2008 R2 Standard","MICROSOFT Windows Server 2008 R2 Standard","Perpetual","305749","","UNITED STATES","","SHI International Corp.","2012-06-26","1","1","MXN10,520.69","","Enterprise Agreement"
"SE0021288","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","7600002555","","Malaysia","Kulim","","2011-07-22","2","2","MXN0.00","","Generic"
"SE0021289","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","22800007701","","Malaysia","Kulim","","2011-08-09","42","42","MXN0.00","","Generic"
"SE0021276","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","5500133336","","","San Jose IC","","2009-12-07","2","2","MXN0.00","","Generic"
"SE0021287","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","7600002560","","Malaysia","Kulim","","2011-07-28","27","27","MXN0.00","","Generic"
"SE0021292","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","5500127579","","CANADA","Toronto - 5140 Yonge","","2009-07-29","1","1","MXN0.00","","Generic"
"SE0021284","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","5800006795","","CANADA","Toronto - 5140 Yonge","","2009-01-21","1","1","MXN0.00","","Generic"
"SE0021272","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","2400016170","","CHINA","Song Shan Lake","SHI International Corp.","2010-12-16","2","2","MXN0.00","","Generic"
"SE0021291","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","7600002590","","Malaysia","Kulim","","2011-09-20","60","60","MXN0.00","","Generic"
"SE0021290","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","3400129087","","THAILAND","Laem Chabang","","2011-10-25","2","2","MXN20,252.14","","Generic"
"SE0021281","MICROSOFT Windows Server 2008 Standard","MICROSOFT Windows Server 2008 Standard","Perpetual","5500128444","","CANADA","Toronto - 5140 Yonge","","2009-08-20","1","1","MXN0.00","","Generic"
"SE00103869","MICROSOFT Windows Server 2008 Standard Windows","MICROSOFT Windows Server 2008 Standard Windows","Perpetual","7600002632","","Malaysia","Kulim","","","2","2","MXN775.39","","Enterprise Agreement"
"SE00102444","MICROSOFT Windows Server 2012 R2 Datacenter","MICROSOFT Windows Server 2012 R2 Datacenter","Perpetual","5500179529","","ROMANIA","Oradea","SHI Canada ULC","2014-05-15","1","1","MXN10,333.49","","Enterprise Agreement"
"SE00102442","MICROSOFT Windows Server 2012 R2 Datacenter","MICROSOFT Windows Server 2012 R2 Datacenter","Perpetual","8640057869","","CHINA","Suzhou - Su Hong","SHI International Corp.","2015-12-16","3","3","MXN31,000.46","","Enterprise Agreement"
"SE00102443","MICROSOFT Windows Server 2012 R2 Datacenter","MICROSOFT Windows Server 2012 R2 Datacenter","Perpetual","6140033154","","CHINA","Song Shan Lake","SHI International Corp.","2014-09-24","2","2","MXN20,666.97","","Enterprise Agreement"
"SE00102440","MICROSOFT Windows Server 2012 R2 Datacenter","MICROSOFT Windows Server 2012 R2 Datacenter","Perpetual","5500185770","","ROMANIA","Oradea","SHI Canada ULC","2015-01-23","1","1","MXN10,333.49","","Enterprise Agreement"
"SE00102543","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9280092805","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-12-08","5","5","MXN63,835.49","","Enterprise Agreement"
"SE00102528","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9280090349","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-04-13","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102508","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9425007176","","JAPAN","Miyagi","SHI International Corp.","2016-02-05","39","39","MXN497,916.84","","Enterprise Agreement"
"SE00102539","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","155977","","UNITED STATES","","SHI International Corp.","2014-01-23","5","5","MXN63,835.49","","Enterprise Agreement"
"SE00102505","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","7600003059","","Malaysia","Kulim","SHI International Corp.","2014-03-10","6","6","MXN76,602.59","","Enterprise Agreement"
"SE00102557","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500189373","","IRELAND","UK - Remote","SHI International Corp.","2015-05-22","2","2","MXN25,534.20","","Enterprise Agreement"
"SE00102525","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9280090473","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-04-30","4","4","MXN51,068.39","","Enterprise Agreement"
"SE00102498","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","6140039340","","CHINA","Song Shan Lake","SHI International Corp.","2015-09-24","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102553","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500188939","","SPAIN","Valencia","SHI Canada ULC","2015-05-06","2","2","MXN25,534.20","","Enterprise Agreement"
"SE00102512","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","452310-664300-7","","JAPAN","","SHI International Corp.","2014-10-29","8","8","MXN102,136.79","","Enterprise Agreement"
"SE00102511","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","331769","","UNITED STATES","","SHI International Corp.","2015-07-28","2","2","MXN25,534.20","","Enterprise Agreement"
"SE00102573","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9706000196","","TAIWAN","Shanghai - Section 701-801","SHI International Corp.","2013-12-27","4","4","MXN51,068.39","","Enterprise Agreement"
"SE00102507","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500183942","","SPAIN","Valencia","SHI Canada ULC","2014-11-14","2","2","MXN25,534.20","","Enterprise Agreement"
"SE00102550","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","6140034841","","CHINA","Song Shan Lake","SHI International Corp.","2014-12-16","3","3","MXN38,301.30","","Enterprise Agreement"
"SE00102652","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","","","","","","","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102521","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","6140037987","","CHINA","Song Shan Lake","SHI International Corp.","2015-06-19","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102532","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500193082","","SPAIN","Valencia","SHI International Corp.","2015-09-10","4","4","MXN51,068.39","","Enterprise Agreement"
"SE00102526","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500184622","","UNITED STATES","","SHI International Corp.","2014-12-05","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102513","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500202535","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2016-06-06","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102500","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","6140043039","","CHINA","Song Shan Lake","SHI International Corp.","2016-03-17","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102549","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9425007846","","JAPAN","Miyagi","SHI International Corp.","2016-03-11","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102570","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","6140035646","","CHINA","Song Shan Lake","SHI International Corp.","2015-01-26","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102568","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","6140036704","","CHINA","Song Shan Lake","SHI International Corp.","2015-04-14","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102540","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5800018475","","UNITED STATES","","SHI International Corp.","2014-06-09","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102496","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500177402","","UNITED STATES","Silicon Valley","SHI International Corp.","2014-02-13","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102502","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","6140036060","","CHINA","Song Shan Lake","SHI International Corp.","2015-03-09","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102524","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","7400073261","","Malaysia","Kulim","SHI International Corp.","2013-11-13","8","8","MXN102,136.79","","Enterprise Agreement"
"SE00102537","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9000600091","","CHINA","Suzhou CTC","SHI International Corp.","2016-05-18","6","6","MXN76,602.59","","Enterprise Agreement"
"SE00102509","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","8640054308","","CHINA","Suzhou - Su Hong","SHI International Corp.","2015-05-06","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102499","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5800018581","","UNITED STATES","","SHI International Corp.","2014-07-07","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102556","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500200724","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2016-07-04","6","6","MXN76,602.59","","Enterprise Agreement"
"SE00102562","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9280085224","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2013-11-18","3","3","MXN38,301.30","","Enterprise Agreement"
"SE00102520","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500191972","","SPAIN","Valencia","SHI International Corp.","2015-08-18","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102561","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9280091081","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-06-15","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102497","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9708014484","","Malaysia","Johor Bahru - CJA","SHI International Corp.","2016-04-18","1","0","MXN12,767.10","","Select License"
"SE00102541","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","452401-C000322-","","JAPAN","","SHI International Corp.","2014-08-25","3","3","MXN38,301.30","","Enterprise Agreement"
"SE00102533","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","5500176920","","SPAIN","Valencia","SHI Canada ULC","2014-02-05","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102519","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","6140038209","","CHINA","Song Shan Lake","SHI International Corp.","2015-07-03","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102572","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9280094819","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2016-06-15","7","7","MXN89,369.69","","Enterprise Agreement"
"SE00102530","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","7400087068","","Malaysia","Kulim","SHI International Corp.","2016-04-14","6","6","MXN76,602.59","","Enterprise Agreement"
"SE00102566","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","6140029580","","CHINA","Song Shan Lake","SHI International Corp.","2014-03-25","2","2","MXN25,534.20","","Enterprise Agreement"
"SE00102515","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","9680014662","","UNITED STATES","","SHI International Corp.","2015-03-11","2","2","MXN25,534.20","","Enterprise Agreement"
"SE00102649","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","2400017336","","HONG KONG","Hong Kong","SHI International Corp.","2014-08-20","1","1","MXN12,767.10","","Enterprise Agreement"
"SE00102514","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","7400073625","","Malaysia","Kulim","SHI International Corp.","2013-12-03","8","8","MXN102,136.79","","Enterprise Agreement"
"SE00102546","MICROSOFT Windows Server 2012 R2 Standard","MICROSOFT Windows Server 2012 R2 Standard","Perpetual","2400017336","","HONG KONG","Hong Kong","SHI International Corp.","2014-08-20","1","1","MXN12,767.10","","Enterprise Agreement"
