"u_number","display_name","software_model","product_type","po_number","end_date","u_country","location","u_reseller","purchase_date","purchased_rights","rights","cost","invoice_number","agreement_type"
"SE00100565","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7400073274","","Malaysia","Kulim","SHI International Corp.","2013-11-13","8","8","MXN69,938.24","","Enterprise Agreement"
"SE00103736","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280088118","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2014-06-24","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100628","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600003179","","Malaysia","Kulim","SHI International Corp.","2015-01-19","5","5","MXN43,711.40","","Enterprise Agreement"
"SE00100527","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280092211","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-09-30","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100586","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7400068103","","Malaysia","Kulim","SHI International Corp.","2012-12-26","2","2","MXN17,484.56","","Enterprise Agreement"
"SE0022180","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800017048","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2013-09-23","1","1","MXN7,895.57","","Generic"
"SE00100576","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5500169158","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2012-12-28","4","4","MXN34,969.12","","Enterprise Agreement"
"SE00103740","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280091669","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-08-13","2","2","MXN17,484.56","","Enterprise Agreement"
"SE00100411","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280085126","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2013-11-11","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100398","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800015929","","UNITED STATES","","SHI International Corp.","2013-03-13","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00103714","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280090109","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-03-25","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100548","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002779","","Malaysia","Kulim","SHI International Corp.","2012-12-04","6","6","MXN52,453.68","","Enterprise Agreement"
"SE0022189","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800016711","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2013-07-12","1","1","MXN7,895.57","","Generic"
"SE00100453","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002816","","Malaysia","Kulim","SHI International Corp.","2013-03-07","2","2","MXN17,484.56","","Enterprise Agreement"
"SE00100650","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002885","","Malaysia","Kulim","SHI International Corp.","2013-05-23","4","4","MXN34,969.12","","Enterprise Agreement"
"SE00100608","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002796","","Malaysia","Kulim","SHI International Corp.","2013-01-23","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00103717","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280092111","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-09-22","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00103711","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280089604","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-01-21","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100632","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002862","","Malaysia","Kulim","SHI International Corp.","2013-04-22","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00103698","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600003047","","Malaysia","Kulim","SHI International Corp.","2014-03-07","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100622","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7400080866","","Malaysia","Kulim","SHI International Corp.","2015-03-04","4","4","MXN34,969.12","","Enterprise Agreement"
"SE00100572","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600003262","","Malaysia","Kulim","SHI International Corp.","2015-09-11","1","1","MXN8,742.28","","Enterprise Agreement"
"SE0020046","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280087709","","Malaysia","Johor Bahru - CJH - Airport","","2014-05-16","1","1","MXN0.00","","Generic"
"SE00100593","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800016654","","UNITED STATES","","SHI International Corp.","2013-07-03","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00103706","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","","","","","","","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100485","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002936","","Malaysia","Kulim","SHI International Corp.","2013-09-05","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100626","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002982","","Malaysia","Kulim","SHI International Corp.","2013-11-13","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100413","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280090109","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-03-25","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100393","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002840","","Malaysia","Kulim","SHI International Corp.","2013-03-22","4","4","MXN34,969.12","","Enterprise Agreement"
"SE0022185","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800016842","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2013-08-02","1","1","MXN7,895.57","","Generic"
"SE00100503","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280092015","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-09-15","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100463","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5500184515","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-12-03","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100423","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002939","","Malaysia","Kulim","SHI International Corp.","2013-09-16","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100467","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280085368","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2013-12-04","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100529","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5500170276","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-03-02","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100599","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7400068076","","Malaysia","Kulim","SHI International Corp.","2012-12-27","71","71","MXN620,701.89","","Enterprise Agreement"
"SE00103703","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280089233","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2014-11-26","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100560","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","165369","","UNITED STATES","","SHI International Corp.","2014-08-06","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00103754","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280088118","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2014-06-24","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100544","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","8640045556","","CHINA","Suzhou - Su Hong","SHI International Corp.","2013-08-28","2","2","MXN17,484.56","","Enterprise Agreement"
"SE00100435","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7400067953","","Malaysia","Kulim","SHI International Corp.","2012-12-19","3","3","MXN26,226.84","","Enterprise Agreement"
"SE00100545","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002925","","Malaysia","Kulim","SHI International Corp.","2013-07-31","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100591","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5500171537","","UNITED STATES","Silicon Valley","SHI International Corp.","2013-05-21","10","10","MXN87,422.80","","Enterprise Agreement"
"SE00100533","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002906","","Malaysia","Kulim","SHI International Corp.","2013-06-24","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100595","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002913","","Malaysia","Kulim","SHI International Corp.","2013-07-08","6","6","MXN52,453.68","","Enterprise Agreement"
"SE00100547","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800016843","","UNITED STATES","","SHI International Corp.","2013-08-06","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100647","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002973","","Malaysia","Kulim","SHI International Corp.","2013-11-07","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100646","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9000600041","","CHINA","Suzhou CTC","SHI International Corp.","2013-12-24","115","115","MXN1,005,362.21","","Enterprise Agreement"
"SE00100648","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600003008","","Malaysia","Kulim","SHI International Corp.","2013-12-17","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100437","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280092211","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-09-30","5","5","MXN43,711.40","","Enterprise Agreement"
"SE00100480","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800018844","","UNITED STATES","","SHI International Corp.","2014-08-20","2","2","MXN17,484.56","","Enterprise Agreement"
"SE00100588","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","2400017055","","HONG KONG","Hong Kong","SHI International Corp.","2013-08-27","1","0","MXN8,742.28","","Enterprise Agreement"
"SE00100422","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800017311","","UNITED STATES","","SHI International Corp.","2013-11-21","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00104163","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","","","Malaysia","Johor Bahru - CJA","NEWVISION SYSTEMS & RESOURCES SDNBHD","2013-05-13","2","0","MXN0.00","","Generic"
"SE00100511","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002797","","Malaysia","Kulim","SHI International Corp.","2013-01-23","7","7","MXN61,195.96","","Enterprise Agreement"
"SE00100399","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002866","","Malaysia","Kulim","SHI International Corp.","2013-04-22","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100521","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","2400016866","","HONG KONG","Hong Kong","SHI International Corp.","2013-01-11","1","0","MXN8,742.28","","Enterprise Agreement"
"SE00100438","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5500176465","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-12-31","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100428","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800017082","","UNITED STATES","Toronto - 5140 Yonge","SHI International Corp.","2013-10-01","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100624","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800016925","","UNITED STATES","","SHI International Corp.","2013-08-23","1","1","MXN8,742.28","","Enterprise Agreement"
"SE0020052","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280088464","","Malaysia","Johor Bahru - CJH - Airport","","2014-07-24","5","5","MXN0.00","","Generic"
"SE00100609","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7400083084","","Malaysia","Kulim","SHI International Corp.","2015-07-29","14","14","MXN122,391.92","","Enterprise Agreement"
"SE00103733","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280091338","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-07-13","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100639","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280089399","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2014-12-16","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100605","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280089604","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-01-21","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100637","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002858","","Malaysia","Kulim","SHI International Corp.","2013-04-19","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100567","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9708013123","","Malaysia","Johor Bahru - CJA","SHI International Corp.","2015-04-27","2","0","MXN14,700.88","","Select License"
"SE00103748","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280089931","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-02-27","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100569","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280087664","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2014-05-13","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100617","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600003001","","Malaysia","Kulim","SHI International Corp.","2013-12-03","2","2","MXN17,484.56","","Enterprise Agreement"
"SE00103752","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280086810","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2014-03-14","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100460","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280091598","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-08-05","1","1","MXN8,742.28","","Enterprise Agreement"
"SE0022175","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800018798","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2014-08-05","2","2","MXN14,713.99","","Generic"
"SE00103739","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280088118","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2014-06-24","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00103732","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600003155","","Malaysia","Kulim","SHI International Corp.","2014-11-17","1","1","MXN8,742.28","","Enterprise Agreement"
"SE0022190","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800016704","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2013-07-10","1","1","MXN7,895.57","","Generic"
"SE00100470","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800017668","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-01-21","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100522","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","8640048333","","CHINA","Suzhou - Su Hong","SHI International Corp.","2014-03-20","5","5","MXN43,711.40","","Enterprise Agreement"
"SE00100402","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280084708","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2013-09-30","2","2","MXN17,484.56","","Enterprise Agreement"
"SE00100558","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","8640043852","","CHINA","Suzhou - Su Hong","SHI International Corp.","2013-04-25","4","4","MXN34,969.12","","Enterprise Agreement"
"SE00100525","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5500171603","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-05-13","4","4","MXN34,969.12","","Enterprise Agreement"
"SE00100640","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5500190535","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-06-25","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100649","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7400074036","","Malaysia","Kulim","SHI International Corp.","2013-12-27","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00103695","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","8640048333","","CHINA","Suzhou - Su Hong","SHI International Corp.","2014-03-20","2","2","MXN17,484.56","","Enterprise Agreement"
"SE00100455","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280091505","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-07-20","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100433","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280091864","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-08-28","2","2","MXN17,484.56","","Enterprise Agreement"
"SE00103709","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280090125","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-03-25","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100526","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800016253","","UNITED STATES","","SHI International Corp.","2013-04-25","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100440","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002809","","Malaysia","Kulim","SHI International Corp.","2013-03-05","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100536","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","7600002833","","Malaysia","Kulim","SHI International Corp.","2013-03-21","8","8","MXN69,938.24","","Enterprise Agreement"
"SE00103760","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","9280091505","","Malaysia","Johor Bahru - CJH - Airport","SHI International Corp.","2015-07-20","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100542","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800017231","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-11-25","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00100568","MICROSOFT Office 2013 Professional Plus","MICROSOFT Office 2013 Professional Plus","Perpetual","5800019281","","UNITED STATES","Merrimack","SHI International Corp.","2014-11-18","1","1","MXN8,742.28","","Enterprise Agreement"
"SE00101118","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500173717","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-08-19","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101348","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500180771","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-07-08","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00106152","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9180031671","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2015-01-08","1","1","MXN5,384.46","","Enterprise Agreement"
"SE00101309","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500183119","","CANADA","Newmarket","SHI International Corp.","2014-10-14","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101319","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500169136","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2012-12-25","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101160","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500171603","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-05-13","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101231","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500179651","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-05-20","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101222","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500171302","","CANADA","Newmarket","SHI International Corp.","2013-04-22","10","10","MXN58,593.87","","Enterprise Agreement"
"SE00101204","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800020163","","UNITED STATES","","SHI International Corp.","2015-03-23","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101243","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500189931","","CANADA","Newmarket","SHI International Corp.","2015-06-09","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101196","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500173061","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-07-15","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00103480","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","","","","","","","3","3","MXN17,578.16","","Enterprise Agreement"
"SE00101149","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500192051","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-08-10","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101384","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500192567","","IRELAND","UK - Remote","SHI International Corp.","2015-08-26","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101291","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500186223","","IRELAND","UK - Remote","SHI Canada ULC","2015-02-06","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101218","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500177413","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-02-24","3","3","MXN17,578.16","","Enterprise Agreement"
"FRE - MS Office 2013 STD - SE0023567","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9680015178","","UNITED STATES","FremontDH","","","16","16","MXN0.00","","Generic"
"SE00101300","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800020648","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-06-09","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101393","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500188108","","ROMANIA","Oradea","SHI Canada ULC","2015-04-10","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101162","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500187375/Ciprian Burca","","ROMANIA","Oradea","SHI Canada ULC","2015-03-18","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101394","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800019266","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-11-17","2","2","MXN11,718.77","","Enterprise Agreement"
"SE0022181","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800017049","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2013-09-23","1","1","MXN7,895.57","","Generic"
"SE00101186","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500188137","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-04-22","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00106148","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9180031071","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2014-08-08","4","4","MXN21,537.83","","Enterprise Agreement"
"SE00101193","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500173096","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-07-17","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101198","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800018126","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-03-25","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101372","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500188464","","UNITED STATES","Silicon Valley","SHI International Corp.","2015-04-30","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101270","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500172612","","CANADA","Newmarket","SHI International Corp.","2013-06-24","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101314","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500188538","","CANADA","Newmarket","SHI International Corp.","2015-04-24","1","1","MXN5,859.39","","Enterprise Agreement"
